input,_time
896.1083505503598,2021-02-01 00:00:00
1024.958792732242,2021-02-01 01:00:00
953.8012643571893,2021-02-01 02:00:00
1105.594448559987,2021-02-01 03:00:00
1382.0174261102927,2021-02-01 04:00:00
1325.4495122090732,2021-02-01 05:00:00
1452.8448747800671,2021-02-01 06:00:00
1895.8398072033458,2021-02-01 07:00:00
1651.7903611158267,2021-02-01 08:00:00
1754.4615568540926,2021-02-01 09:00:00
2105.75852944892,2021-02-01 10:00:00
2214.5467692832117,2021-02-01 11:00:00
1865.4179001842222,2021-02-01 12:00:00
2017.4876644601447,2021-02-01 13:00:00
1816.306243167336,2021-02-01 14:00:00
1982.0657617520365,2021-02-01 15:00:00
2016.2454316496978,2021-02-01 16:00:00
1548.592108838247,2021-02-01 17:00:00
1460.375231369696,2021-02-01 18:00:00
1330.436186378938,2021-02-01 19:00:00
1275.9532664513722,2021-02-01 20:00:00
1190.5286987505776,2021-02-01 21:00:00
1000.5217406176503,2021-02-01 22:00:00
864.0004260478527,2021-02-01 23:00:00
1002.1692074960762,2021-02-02 00:00:00
968.0255888515894,2021-02-02 01:00:00
957.5009452241554,2021-02-02 02:00:00
1065.5064466845956,2021-02-02 03:00:00
1264.13973082708,2021-02-02 04:00:00
1272.1562809976786,2021-02-02 05:00:00
1577.8613736692412,2021-02-02 06:00:00
1751.2095884411192,2021-02-02 07:00:00
1637.9172349109344,2021-02-02 08:00:00
1690.0378243748103,2021-02-02 09:00:00
1967.953371543251,2021-02-02 10:00:00
2022.881614905093,2021-02-02 11:00:00
1871.2203898518087,2021-02-02 12:00:00
1881.6023747270028,2021-02-02 13:00:00
1780.1905010961048,2021-02-02 14:00:00
1856.509012857078,2021-02-02 15:00:00
1870.5207896756444,2021-02-02 16:00:00
1576.581698396332,2021-02-02 17:00:00
1494.644900032427,2021-02-02 18:00:00
1200.589933760655,2021-02-02 19:00:00
1270.7673557564851,2021-02-02 20:00:00
1192.383403613748,2021-02-02 21:00:00
1002.4488187681428,2021-02-02 22:00:00
922.2348945611398,2021-02-02 23:00:00
1065.6198464624483,2021-02-03 00:00:00
858.4926452282305,2021-02-03 01:00:00
1143.8212048247678,2021-02-03 02:00:00
1217.2665595869846,2021-02-03 03:00:00
1330.2508295934279,2021-02-03 04:00:00
1287.4016669201364,2021-02-03 05:00:00
1624.2574004978774,2021-02-03 06:00:00
1699.9224971613946,2021-02-03 07:00:00
1750.7520089322052,2021-02-03 08:00:00
2010.2324921849925,2021-02-03 09:00:00
2000.941607072083,2021-02-03 10:00:00
1902.6246752730858,2021-02-03 11:00:00
2016.684462840589,2021-02-03 12:00:00
1989.4317564069115,2021-02-03 13:00:00
1778.0418857908505,2021-02-03 14:00:00
1823.619057629617,2021-02-03 15:00:00
1707.1493032773622,2021-02-03 16:00:00
1616.747494941507,2021-02-03 17:00:00
1657.896125544045,2021-02-03 18:00:00
1356.9080400178893,2021-02-03 19:00:00
1295.806568040953,2021-02-03 20:00:00
1219.0172237569814,2021-02-03 21:00:00
950.4218841493911,2021-02-03 22:00:00
999.1892407594238,2021-02-03 23:00:00
1005.3683691305431,2021-02-04 00:00:00
913.9261813635609,2021-02-04 01:00:00
963.6583427824834,2021-02-04 02:00:00
1223.7499085731881,2021-02-04 03:00:00
1278.4033687232095,2021-02-04 04:00:00
1449.0478616599903,2021-02-04 05:00:00
1545.2440196727157,2021-02-04 06:00:00
1742.131605542557,2021-02-04 07:00:00
1614.9836955706674,2021-02-04 08:00:00
1780.3721747002985,2021-02-04 09:00:00
1684.0687029620617,2021-02-04 10:00:00
2074.757949585092,2021-02-04 11:00:00
1863.5175711910201,2021-02-04 12:00:00
1808.1490325593527,2021-02-04 13:00:00
2021.9147922458367,2021-02-04 14:00:00
1800.0620593217445,2021-02-04 15:00:00
1597.6986305761009,2021-02-04 16:00:00
1771.1739539245475,2021-02-04 17:00:00
1562.5228391022738,2021-02-04 18:00:00
1495.2563743424698,2021-02-04 19:00:00
1339.6918638585405,2021-02-04 20:00:00
1039.7148933388935,2021-02-04 21:00:00
1140.7973753160472,2021-02-04 22:00:00
951.9999801879649,2021-02-04 23:00:00
817.5738933306968,2021-02-05 00:00:00
887.7407241854319,2021-02-05 01:00:00
1139.410984818472,2021-02-05 02:00:00
1235.278858668289,2021-02-05 03:00:00
1224.5079638540542,2021-02-05 04:00:00
1300.4659656130357,2021-02-05 05:00:00
1418.1627126553278,2021-02-05 06:00:00
1608.2440005794222,2021-02-05 07:00:00
1754.780676949336,2021-02-05 08:00:00
1933.6841735988987,2021-02-05 09:00:00
1876.1731337807787,2021-02-05 10:00:00
2126.8981250511815,2021-02-05 11:00:00
2047.4955758850247,2021-02-05 12:00:00
1979.1553952145828,2021-02-05 13:00:00
1978.1653165526238,2021-02-05 14:00:00
1939.7123764064897,2021-02-05 15:00:00
1881.8889593587523,2021-02-05 16:00:00
1677.4690500870338,2021-02-05 17:00:00
1537.7663725237683,2021-02-05 18:00:00
1571.7272923319188,2021-02-05 19:00:00
1407.19234820903,2021-02-05 20:00:00
1069.3128496768863,2021-02-05 21:00:00
1046.925604819053,2021-02-05 22:00:00
1081.1007793564152,2021-02-05 23:00:00
1046.182146252239,2021-02-06 00:00:00
960.3743959665356,2021-02-06 01:00:00
1005.5796157228523,2021-02-06 02:00:00
818.3016720317056,2021-02-06 03:00:00
1148.3684978043752,2021-02-06 04:00:00
932.7359738946308,2021-02-06 05:00:00
960.4305111414051,2021-02-06 06:00:00
925.7686597866611,2021-02-06 07:00:00
1058.4584662008451,2021-02-06 08:00:00
1080.3199548997736,2021-02-06 09:00:00
1061.6187393744244,2021-02-06 10:00:00
971.0820588941724,2021-02-06 11:00:00
862.6118305706294,2021-02-06 12:00:00
1059.9906003902368,2021-02-06 13:00:00
865.2662123186931,2021-02-06 14:00:00
818.3840617172175,2021-02-06 15:00:00
854.5438233264032,2021-02-06 16:00:00
986.079596824064,2021-02-06 17:00:00
1095.1030547869643,2021-02-06 18:00:00
942.5821958736842,2021-02-06 19:00:00
994.865669826488,2021-02-06 20:00:00
997.6126278797428,2021-02-06 21:00:00
1001.906038781091,2021-02-06 22:00:00
1016.1885192087799,2021-02-06 23:00:00
1140.468117839856,2021-02-07 00:00:00
857.0426472792012,2021-02-07 01:00:00
1142.1787305830046,2021-02-07 02:00:00
1185.5147253936457,2021-02-07 03:00:00
1191.8215098597625,2021-02-07 04:00:00
800.8066162834316,2021-02-07 05:00:00
1012.6054269105016,2021-02-07 06:00:00
884.6953718865104,2021-02-07 07:00:00
915.0111981464115,2021-02-07 08:00:00
1079.9038752213316,2021-02-07 09:00:00
1110.4564890143072,2021-02-07 10:00:00
1015.3010512150942,2021-02-07 11:00:00
960.5773515957923,2021-02-07 12:00:00
1097.096302534227,2021-02-07 13:00:00
1032.9160111156882,2021-02-07 14:00:00
1099.9555078028745,2021-02-07 15:00:00
1001.907518819535,2021-02-07 16:00:00
970.6668976361523,2021-02-07 17:00:00
1188.6360240297206,2021-02-07 18:00:00
1145.9434074950777,2021-02-07 19:00:00
899.4067075957597,2021-02-07 20:00:00
1118.9322128833924,2021-02-07 21:00:00
959.3751229938819,2021-02-07 22:00:00
1066.7765011519987,2021-02-07 23:00:00
1128.1371011586766,2021-02-08 00:00:00
795.300480243595,2021-02-08 01:00:00
935.95305310379,2021-02-08 02:00:00
1106.6303800181051,2021-02-08 03:00:00
1174.904711052899,2021-02-08 04:00:00
1370.605689442747,2021-02-08 05:00:00
1363.267780152876,2021-02-08 06:00:00
1506.931721663104,2021-02-08 07:00:00
1746.2108046814797,2021-02-08 08:00:00
1793.6976425189227,2021-02-08 09:00:00
2020.9733701783948,2021-02-08 10:00:00
2149.7452339229685,2021-02-08 11:00:00
2102.055295566778,2021-02-08 12:00:00
1980.6771100818185,2021-02-08 13:00:00
2035.045722935307,2021-02-08 14:00:00
1934.0657412239893,2021-02-08 15:00:00
1655.3337054190495,2021-02-08 16:00:00
1715.3632623723363,2021-02-08 17:00:00
1273.916274854007,2021-02-08 18:00:00
1499.0544088443555,2021-02-08 19:00:00
1067.435556308359,2021-02-08 20:00:00
1069.2624416138785,2021-02-08 21:00:00
1195.885934924402,2021-02-08 22:00:00
952.7254042442843,2021-02-08 23:00:00
1104.8195766496694,2021-02-09 00:00:00
1071.3438421141464,2021-02-09 01:00:00
1111.032058246813,2021-02-09 02:00:00
1045.6781148809223,2021-02-09 03:00:00
1133.1234441064355,2021-02-09 04:00:00
1391.0587202881336,2021-02-09 05:00:00
1600.0095627762137,2021-02-09 06:00:00
1705.8534414338342,2021-02-09 07:00:00
1715.661587402955,2021-02-09 08:00:00
1905.8572491165185,2021-02-09 09:00:00
1820.8989234595665,2021-02-09 10:00:00
1881.8503686286138,2021-02-09 11:00:00
2142.4434853967273,2021-02-09 12:00:00
2020.026218409862,2021-02-09 13:00:00
1842.8839865648267,2021-02-09 14:00:00
1778.7021650295774,2021-02-09 15:00:00
1818.13780951029,2021-02-09 16:00:00
1556.2897459049339,2021-02-09 17:00:00
1443.2083662721475,2021-02-09 18:00:00
1426.1715511726636,2021-02-09 19:00:00
1297.4496236944622,2021-02-09 20:00:00
1180.8271561029296,2021-02-09 21:00:00
1090.6831558922224,2021-02-09 22:00:00
994.8422356282372,2021-02-09 23:00:00
979.2899466934816,2021-02-10 00:00:00
1019.9650729407801,2021-02-10 01:00:00
1131.3852617870846,2021-02-10 02:00:00
1161.375198854506,2021-02-10 03:00:00
1216.0588012619278,2021-02-10 04:00:00
1178.3015336281637,2021-02-10 05:00:00
1555.2194067536764,2021-02-10 06:00:00
1614.0753591889156,2021-02-10 07:00:00
1679.4890865205523,2021-02-10 08:00:00
1813.2538117345018,2021-02-10 09:00:00
1744.1823528884627,2021-02-10 10:00:00
1943.9121123626562,2021-02-10 11:00:00
1970.7595445875886,2021-02-10 12:00:00
1828.755409931714,2021-02-10 13:00:00
2049.2571411493923,2021-02-10 14:00:00
1902.6813515345752,2021-02-10 15:00:00
1723.64927645014,2021-02-10 16:00:00
1630.0468837986025,2021-02-10 17:00:00
1495.6478833441822,2021-02-10 18:00:00
1379.5420991250523,2021-02-10 19:00:00
1235.2653506160327,2021-02-10 20:00:00
982.7592031717215,2021-02-10 21:00:00
1034.1963690998593,2021-02-10 22:00:00
976.6720729088701,2021-02-10 23:00:00
1059.8092280849357,2021-02-11 00:00:00
1062.0177790718838,2021-02-11 01:00:00
969.9052489607772,2021-02-11 02:00:00
1215.1056594615484,2021-02-11 03:00:00
1274.1804540290814,2021-02-11 04:00:00
1452.2922419209194,2021-02-11 05:00:00
1447.953556327626,2021-02-11 06:00:00
1379.14448289012,2021-02-11 07:00:00
1603.2802270537084,2021-02-11 08:00:00
1706.9556374948882,2021-02-11 09:00:00
2034.226979896922,2021-02-11 10:00:00
1949.3708006309976,2021-02-11 11:00:00
2184.2331106146844,2021-02-11 12:00:00
1939.6615974654762,2021-02-11 13:00:00
2003.5350980046953,2021-02-11 14:00:00
2011.726923460864,2021-02-11 15:00:00
1732.4669876464868,2021-02-11 16:00:00
1670.4003116941415,2021-02-11 17:00:00
1376.6511640621095,2021-02-11 18:00:00
1344.8980380562716,2021-02-11 19:00:00
1153.8182014365218,2021-02-11 20:00:00
966.917056128869,2021-02-11 21:00:00
1082.314279629528,2021-02-11 22:00:00
960.8878332610614,2021-02-11 23:00:00
922.1349935498835,2021-02-12 00:00:00
1046.407252882603,2021-02-12 01:00:00
1044.636362536653,2021-02-12 02:00:00
971.4235483921218,2021-02-12 03:00:00
1059.4588110339728,2021-02-12 04:00:00
1355.3351039090035,2021-02-12 05:00:00
1420.025255539607,2021-02-12 06:00:00
1605.2826208625502,2021-02-12 07:00:00
1597.5729427023593,2021-02-12 08:00:00
1898.4183166809428,2021-02-12 09:00:00
2130.3800335113056,2021-02-12 10:00:00
2024.0400916397991,2021-02-12 11:00:00
2021.7132920386168,2021-02-12 12:00:00
1904.6557087914655,2021-02-12 13:00:00
1985.604399911832,2021-02-12 14:00:00
1831.389322890614,2021-02-12 15:00:00
1725.5903290006595,2021-02-12 16:00:00
1636.9919860139653,2021-02-12 17:00:00
1461.1185706965282,2021-02-12 18:00:00
1470.6652199120692,2021-02-12 19:00:00
1148.6649673665997,2021-02-12 20:00:00
1288.3982205066388,2021-02-12 21:00:00
895.1594734016448,2021-02-12 22:00:00
943.0137402415414,2021-02-12 23:00:00
1041.7687584119826,2021-02-13 00:00:00
1126.3081943712384,2021-02-13 01:00:00
1098.2207991239047,2021-02-13 02:00:00
884.0953598601807,2021-02-13 03:00:00
942.9159597920768,2021-02-13 04:00:00
821.587513451765,2021-02-13 05:00:00
1077.7818630165314,2021-02-13 06:00:00
994.3408486746575,2021-02-13 07:00:00
1039.3357791165527,2021-02-13 08:00:00
922.944571584374,2021-02-13 09:00:00
978.4704736897177,2021-02-13 10:00:00
1195.322324189585,2021-02-13 11:00:00
1109.7658558863168,2021-02-13 12:00:00
818.5504379323985,2021-02-13 13:00:00
924.9117884978156,2021-02-13 14:00:00
1039.1931984793505,2021-02-13 15:00:00
838.80820185806,2021-02-13 16:00:00
871.867344185356,2021-02-13 17:00:00
1002.897126440202,2021-02-13 18:00:00
1057.7555183581003,2021-02-13 19:00:00
796.5949571850429,2021-02-13 20:00:00
1052.9691192348494,2021-02-13 21:00:00
832.6989261932154,2021-02-13 22:00:00
871.5689847006632,2021-02-13 23:00:00
848.6052223008479,2021-02-14 00:00:00
1027.083170541935,2021-02-14 01:00:00
1067.4437879583181,2021-02-14 02:00:00
1194.1616278686013,2021-02-14 03:00:00
908.4086067795032,2021-02-14 04:00:00
1091.769204877571,2021-02-14 05:00:00
1015.7708742259017,2021-02-14 06:00:00
977.257383320985,2021-02-14 07:00:00
885.8789673118622,2021-02-14 08:00:00
1052.79527818034,2021-02-14 09:00:00
911.5359552594169,2021-02-14 10:00:00
1006.9395672838147,2021-02-14 11:00:00
1050.6492558685816,2021-02-14 12:00:00
1006.4698567759074,2021-02-14 13:00:00
1117.2716672779363,2021-02-14 14:00:00
966.5823649463512,2021-02-14 15:00:00
922.7768867864525,2021-02-14 16:00:00
1039.9594893156316,2021-02-14 17:00:00
1002.7610936739668,2021-02-14 18:00:00
815.0302375699204,2021-02-14 19:00:00
993.9031598741602,2021-02-14 20:00:00
1026.701120449807,2021-02-14 21:00:00
952.5736209375548,2021-02-14 22:00:00
839.7661468575573,2021-02-14 23:00:00
940.0288576618034,2021-02-15 00:00:00
974.7852952816363,2021-02-15 01:00:00
1012.0059239872268,2021-02-15 02:00:00
1073.0302385608445,2021-02-15 03:00:00
1321.2987732421932,2021-02-15 04:00:00
1253.3178249282855,2021-02-15 05:00:00
1285.350425050066,2021-02-15 06:00:00
1525.0483267907346,2021-02-15 07:00:00
1651.6584811802923,2021-02-15 08:00:00
1993.4220657762598,2021-02-15 09:00:00
1850.5435807964968,2021-02-15 10:00:00
1985.1572856842038,2021-02-15 11:00:00
2027.7120193703854,2021-02-15 12:00:00
2027.1914498463825,2021-02-15 13:00:00
1948.7770801093657,2021-02-15 14:00:00
1866.1392764919287,2021-02-15 15:00:00
1681.8895113478907,2021-02-15 16:00:00
1623.4003104477556,2021-02-15 17:00:00
1470.2183872939022,2021-02-15 18:00:00
1616.6852796631106,2021-02-15 19:00:00
1381.5009724503727,2021-02-15 20:00:00
1230.6378794174643,2021-02-15 21:00:00
922.2401656542061,2021-02-15 22:00:00
988.7749825013757,2021-02-15 23:00:00
828.5956485991674,2021-02-16 00:00:00
1061.9492017003731,2021-02-16 01:00:00
1108.5409331503256,2021-02-16 02:00:00
1082.915376137963,2021-02-16 03:00:00
1214.8621737039182,2021-02-16 04:00:00
1309.1946880424953,2021-02-16 05:00:00
1446.3356213595223,2021-02-16 06:00:00
1676.0795652669547,2021-02-16 07:00:00
1678.7037620853926,2021-02-16 08:00:00
1715.2638397251653,2021-02-16 09:00:00
2014.5793658245066,2021-02-16 10:00:00
1904.059997586176,2021-02-16 11:00:00
2069.7884665037486,2021-02-16 12:00:00
2002.1586044026374,2021-02-16 13:00:00
1995.147283159266,2021-02-16 14:00:00
1928.350795024907,2021-02-16 15:00:00
1724.408996329371,2021-02-16 16:00:00
1566.6291535543637,2021-02-16 17:00:00
1523.966247563968,2021-02-16 18:00:00
1514.1574229783737,2021-02-16 19:00:00
1338.3372111443814,2021-02-16 20:00:00
1062.6915895905986,2021-02-16 21:00:00
965.9565621354478,2021-02-16 22:00:00
877.8867703505798,2021-02-16 23:00:00
894.1789612722257,2021-02-17 00:00:00
1141.2743239576746,2021-02-17 01:00:00
992.083057493724,2021-02-17 02:00:00
1306.9184985874972,2021-02-17 03:00:00
1422.438807236504,2021-02-17 04:00:00
1264.287909706589,2021-02-17 05:00:00
1575.650593062452,2021-02-17 06:00:00
1925.9992001998387,2021-02-17 07:00:00
1612.9644769419417,2021-02-17 08:00:00
1877.0018148313238,2021-02-17 09:00:00
1726.1681593861413,2021-02-17 10:00:00
1919.7390814488513,2021-02-17 11:00:00
2049.3817869005675,2021-02-17 12:00:00
1867.243739170348,2021-02-17 13:00:00
1933.6174017593303,2021-02-17 14:00:00
1761.3505535712322,2021-02-17 15:00:00
1875.4654421266705,2021-02-17 16:00:00
1818.7257697883383,2021-02-17 17:00:00
1558.3704527855011,2021-02-17 18:00:00
1466.3484852915658,2021-02-17 19:00:00
1229.8801037962974,2021-02-17 20:00:00
1236.5803028532537,2021-02-17 21:00:00
1091.1154396356796,2021-02-17 22:00:00
1134.3211725784313,2021-02-17 23:00:00
1000.7263007790061,2021-02-18 00:00:00
1024.6548238990674,2021-02-18 01:00:00
1205.3706425552061,2021-02-18 02:00:00
1107.0781226668662,2021-02-18 03:00:00
1161.0293912316438,2021-02-18 04:00:00
1146.3019331857445,2021-02-18 05:00:00
1525.0746188344967,2021-02-18 06:00:00
1870.750759742819,2021-02-18 07:00:00
1755.4494450380917,2021-02-18 08:00:00
1678.2493250391915,2021-02-18 09:00:00
2087.1652003559184,2021-02-18 10:00:00
